Frame ID,Place,Dedication,Region,Tower ID,Grid Ref,Latitude,Longitude,Frame Number,Frame Date,Listed,Materials,Maker,Maker Uncertain,Trusses,Layout,Resultant Layout,Num Extensions
7819,Great Oakley,S Michael,Northamptonshire,12475,SP871858,52.46367,-0.71920,1C,2022,,steel,Matthew Higby & Co,,8.1.B.a,1,,0
2948,Great Oxendon,S Helen,Northamptonshire,16491,SP735839,52.44847,-0.91923,1,1884,,cast iron,John Taylor & Co,,8.3.C.b,5.1,,0
7799,Great Packington,S James,Warwickshire,20426,SP229840,52.45412,-1.66311,1,1808,,timber,John Briant,,6.A,1,,0
2949,Great Parndon,S Mary,Essex,16121,TL432089,51.76050,0.07382,1,1902,,oak,Mears & Stainbank,,6.A,4.3,6.9,1
2950,Great Parndon,S Mary,Essex,16121,TL432089,51.76050,0.07382,1.1,1979,,steel,Whitechapel Bell Foundry,,8.3.A.h,2.X2,,
2951,Great Paxton,Holy Trinity,Cambridgeshire,10132,TL209641,52.26240,-0.22864,1,1896,,oak,Mears & Stainbank,,6.A,5.1,6.1,1
2952,Great Paxton,Holy Trinity,Cambridgeshire,10132,TL209641,52.26240,-0.22864,1.1,2018,,steel,John Taylor & Co,,8.1.B.a,1,,
2953,Great Ponton,Holy Cross,Lincolnshire,10913,SK924304,52.86389,-0.62768,1,c1599,Y,timber,,,5.A,5.3,,0
2955,Great Rissington,S John Bapt,Gloucestershire,12663,SP195171,51.85261,-1.71800,2,,,oak,,,,,,0
2954,Great Rissington,S John Bapt,Gloucestershire,12663,SP195171,51.85261,-1.71800,1,1990,,,Whitechapel Bell Foundry,,,,,0
2956,Great Rollright,S Andrew,Oxfordshire,16171,SP326314,51.98099,-1.52565,1,,,steel,,,,,,0
2957,Great Ryburgh,S Andrew,Norfolk,11436,TF961272,52.80726,0.90924,1,1890,,cast iron,John Taylor & Co,,,,,0
2958,Great Salkeld,S Cuthbert,Cumbria,10831,NY551367,54.72383,-2.69772,1,c1882,,timber,John Taylor & Co,Y,,6.4,,0
2959,Great Sampford,S Michael,Essex,15191,TL642353,51.99238,0.39043,1,c1599,Y,oak,,,10,5,,0
8966,Great Saxham,S Andrew,Suffolk,20430,TL788628,52.23445,0.61764,1,c1600,,timber,,,5.R,3.1,,0
2960,Great Shefford,S Mary,Berkshire,14533,SU380753,51.47611,-1.45415,1,1870,,oak,Alfred White,,6.A,6.12,,0
2962,Great Shelford,S Mary,Cambridgeshire,14646,TL458518,52.14584,0.13028,2,c1799,,oak,,,5.Y,5.1,,0
2961,Great Shelford,S Mary,Cambridgeshire,14646,TL458518,52.14584,0.13028,1,2001,,cast iron,Whites of Appleton,,8.3.A.h,8.3,,0
2963,Great Somerford,S Peter & S Paul,Wiltshire,16944,ST964830,51.54673,-2.05297,1,1975,,iroko,Whites of Appleton,,6.A,6.1,,0
2964,Great Stanmore,S John Ev,Greater London,10079,TQ167921,51.61629,-0.31573,1,1850,,cast iron;oak,C & G Mears,,,6.1,8.3,1
2965,Great Stanmore,S John Ev,Greater London,10079,TQ167921,51.61629,-0.31573,1.1,1922,,cast iron,Mears & Stainbank,,,2.X2,,
2966,Great Staughton,S Andrew,Cambridgeshire,15192,TL123646,52.26887,-0.35443,1,c1633,,oak,,,6.B,5.3,6.1,1
2967,Great Staughton,S Andrew,Cambridgeshire,15192,TL123646,52.26887,-0.35443,1.1,1919,,steel,John Taylor & Co,,,1,,
2968,Great Stukeley,S Bartholomew,Cambridgeshire,14254,TL216745,52.35569,-0.21465,1,c1635,,oak,,,10;6.B,4.3,,0
2970,Great Tew,S Michael & All Angels,Oxfordshire,10028,SP399288,51.95692,-1.42071,2,1924,,cast iron,Mears & Stainbank,,8.3.D.a,,,0
2969,Great Tew,S Michael & All Angels,Oxfordshire,10028,SP399288,51.95692,-1.42071,1,1924,,cast iron,Mears & Stainbank,,8.3.D.a,5.1,,0
2971,Great Tey,S Barnabas,Essex,16531,TL892257,51.89846,0.74857,1,1896,,oak,Mears & Stainbank,,6.A,8.3,,0
8067,Great Thurlow,All Saints,Suffolk,12049,TL680503,52.12574,0.45377,9,,,,,,,,,0
2972,Great Thurlow,All Saints,Suffolk,12049,TL680503,52.12574,0.45377,1,1957,,cast iron,Mears & Stainbank,,8.3.A.h,6.1,,0
8068,Great Torrington,S Michael,Devon,10362,SS494191,50.95249,-4.14432,9,,,,,,,,,0
2973,Great Torrington,S Michael,Devon,10362,SS494191,50.95249,-4.14432,1,1934,,cast iron,John Taylor & Co,,8.3.A.h,8.3,,0
2974,Great Totham,S Peter,Essex,12187,TL861110,51.76687,0.69689,1,c1878,,oak,John Warner & Sons,Y,6.A,6.4,,0
2975,Great Urswick,S Mary V & S Michael,Cumbria,11113,SD268741,54.15825,-3.12199,1,1907,,cast iron;steel,John Taylor & Co,,8.3.A.h,6.1,,1
2976,Great Urswick,S Mary V & S Michael,Cumbria,11113,SD268741,54.15825,-3.12199,1.1,2014,,cast iron;steel,John Taylor & Co,,,,,
2977,Great Wakering,S Nicholas,Essex,12318,TQ949875,51.55322,0.81065,1,c1808,,oak,James Alty,Y,6.A;6.B,6.1,,0
2978,Great Waldingfield,S Lawrence,Suffolk,10541,TL911439,52.06054,0.78748,1,c1699,,oak,,,6.P,~6.13,,0
2980,Great Waltham,S Mary & S Lawrence,Essex,12420,TL695134,51.79400,0.45706,8,,,,,,,,,0
2979,Great Waltham,S Mary & S Lawrence,Essex,12420,TL695134,51.79400,0.45706,1,1936,,steel,John Taylor & Co,,8.2.A,8.3,,0
2981,Great Wilbraham,S Nicholas,Cambridgeshire,15674,TL548577,52.19641,0.26371,1,1958,,cast iron,Mears & Stainbank,,8.3.A.h,6.1,,0
2983,Great Witcombe,S Mary,Gloucestershire,16663,SO910147,51.83169,-2.13132,2,1928,,cast iron,Gillett & Johnston,,,,,0
2982,Great Witcombe,S Mary,Gloucestershire,16663,SO910147,51.83169,-2.13132,1,1928,,cast iron,Gillett & Johnston,,,,,0
2984,Great Wolford,S Michael & All Angels,Warwickshire,16765,SP250345,52.00914,-1.63700,1,1991,,cast iron;steel,Whites of Appleton,,8.3.A.h,6.1,,0
2985,Great Wymondley,S Mary,Hertfordshire,10548,TL214285,51.94203,-0.23440,1,1903,,cast iron;oak,,,,,,0
2986,Great Yarmouth,Minster Ch of S Nicholas,Norfolk,13794,TG524080,52.61134,1.72732,1,1958,,gurjun,Mears & Stainbank,,6.A,13,,0
2987,Great Yeldham,S Andrew,Essex,10805,TL757386,52.01862,0.56004,1,1908,,cast iron,John Warner & Sons,,8.3.A.e,6.1,,0
2988,Greatford,S Thomas a Becket,Lincolnshire,15993,TF086119,52.69444,-0.39434,1,1988,,steel,John Taylor & Co,,,,,0
8820,Greatham,S John Bapt,Hampshire,20452,SU773304,51.06810,-0.89759,1,c1897,,pitchpine,Locally manufactured,,5.C,3.1,,0
2989,Greatworth,S Peter,Northamptonshire,14264,SP552423,52.07704,-1.19556,1,2005,,,Whites of Appleton,,,,,0
2990,Greens Norton,S Bartholomew,Northamptonshire,15879,SP668499,52.14337,-1.02390,1,1907,,wrought iron,Webb and Bennett,,,,,0
2992,Greenstead Green,S James Ap,Essex,12001,TL822284,51.92483,0.64853,2,,,timber,,,6.A,,,0
2991,Greenstead Green,S James Ap,Essex,12001,TL822284,51.92483,0.64853,1,,,timber,,,,4.2,,0
2994,Greenwich,S Alfege,Greater London,12672,TQ382776,51.48046,-0.01005,2,1734,,oak,,,6.H,,,0
2993,Greenwich,S Alfege,Greater London,12672,TQ382776,51.48046,-0.01005,1,1731,,oak,,,6.A,8.3,,0
2996,Greetham,S Mary V,Rutland,14652,SK924146,52.72163,-0.63269,2,1923,,cast iron;steel,Gillett & Johnston,,,,,0
2995,Greetham,S Mary V,Rutland,14652,SK924146,52.72163,-0.63269,1,1923,,cast iron;steel,Gillett & Johnston,,,5.1,,0
2997,Greinton,S Michael & All Angels,Somerset,12117,ST412364,51.12402,-2.84089,1,1899,,cast iron,Thomas Blackbourn,,,,,0
2999,Grendon,S Mary,Northamptonshire,15990,SP878604,52.23517,-0.71466,2,,,oak,,,,,,0
2998,Grendon,S Mary,Northamptonshire,15990,SP878604,52.23517,-0.71466,1,1999,,steel,John Taylor & Co,,,,,0
3000,Grendon,All Saints,Warwickshire,11433,SK287009,52.60529,-1.57755,1,c1635,Y,timber,,,6.B,,,0
3002,Grendon Underwood,S Leonard,Buckinghamshire,11999,SP677209,51.88329,-1.01777,2,c1600,,timber,,,5.C,3.1,,0
3001,Grendon Underwood,S Leonard,Buckinghamshire,11999,SP677209,51.88329,-1.01777,1,1999,,cast iron,John Taylor & Co,,8.3.C.e,3.1,,0
3003,Gresford,All Saints,"Wrexham, Clwyd, Wales",11860,SJ346549,53.08790,-2.97748,2,1875,,timber,,,6.A,,,0
3004,Gresford,All Saints,"Wrexham, Clwyd, Wales",11860,SJ346549,53.08790,-2.97748,1,2005,,cast iron;steel,Eayre & Smith,,8.2.A,4.3,,1
3005,Gresford,All Saints,"Wrexham, Clwyd, Wales",11860,SJ346549,53.08790,-2.97748,1.1,2013,,,John Taylor & Co,,,,,
8069,Gretton,S James Gt,Northamptonshire,11441,SP898944,52.54020,-0.67672,9,,,,,,,,,0
3006,Gretton,S James Gt,Northamptonshire,11441,SP898944,52.54020,-0.67672,1,,,oak,,,,5.5D,,0
3008,Greystoke,S Andrew,Cumbria,11350,NY443307,54.66899,-2.86482,2,1998,,steel,Eayre & Smith,,,6.1,,0
3007,Greystoke,S Andrew,Cumbria,11350,NY443307,54.66899,-2.86482,1,,,timber,,,5.L,4.1,,0
3009,Greywell,S Mary,Hampshire,15051,SU718509,51.25343,-0.97213,1,,,oak,,,,,,0
7884,Griffith,Cath Ch of S Alban,"New South Wales, Australia",15326,,-34.28436,146.04247,1,,,,,,,,,0
3011,Grimley,S Bartholomew,Worcestershire,16865,SO836606,52.24404,-2.24132,2,1932,,cast iron,John Taylor & Co,,8.3.A.h,,,0
3010,Grimley,S Bartholomew,Worcestershire,16865,SO836606,52.24404,-2.24132,1,1932,,cast iron,John Taylor & Co,,8.3.C.e,4.3,,0
3012,Grimoldby,S Edith,Lincolnshire,12428,TF392879,53.37009,0.09176,1,c1499,Y,timber,,,5.D,,,0
3013,Grimsby,Minster Ch of S James,Lincolnshire,13717,TA266091,53.56382,-0.08936,1,,,timber,,,,,,0
3014,Grimston,S John Bapt,Leicestershire,14843,SK685218,52.79029,-0.98514,1,c1640,Y,timber,,,6.B,,,0
3015,Grimston,S Botolph,Norfolk,16951,TF721218,52.76713,0.55023,1,,,timber,,,,6.1,,0
3017,Gringley on the Hill,S Peter & S Paul,Nottinghamshire,15452,SK735906,53.40763,-0.89454,2,c1600,Y,timber,,,,,,0
3016,Gringley on the Hill,S Peter & S Paul,Nottinghamshire,15452,SK735906,53.40763,-0.89454,1,1988,,cast iron,Fred Pembleton,,,,,0
3018,Grinton,S Andrew,North Yorkshire,14648,SE045984,54.38129,-1.93072,1,1926,,cast iron;steel,Gillett & Johnston,,8.3.C.e,8.3,,0
8443,Griston,S Peter & S Paul,Norfolk,10876,TL942993,52.55692,0.86430,1,,,oak,,,6.A,5.1,,0
3020,Groby,S Philip & S James,Leicestershire,10772,SK523076,52.66374,-1.22808,2,1898,,cast iron,John Taylor & Co,,8.3.A.h,4.3,,0
3019,Groby,S Philip & S James,Leicestershire,10772,SK523076,52.66374,-1.22808,1,1898,,cast iron,John Taylor & Co,,8.3.C.e,2.X1,,0
3021,Grosmont,S Nicholas,"Monmouthshire, Gwent, Wales",11026,SO404242,51.91401,-2.86672,1,1967,,oak,Local labour/guild/assn,,6.A,6.1,,0
3022,Groton,Groton School Chapel,"Massachusetts, United States of America",15745,,42.59279,-71.58328,1,1962,,steel,Mears & Stainbank,,8.1.B.c,10,,0
3023,Grove,S Helen,Nottinghamshire,11330,SK737795,53.30740,-0.89442,1,1882,,timber,John Taylor & Co,,6.A,4.2,,0
3024,Guilden Morden,S Mary,Cambridgeshire,16109,TL279441,52.08082,-0.13402,1,1877,,timber,George Day & Sons,,6.A,8.3,,0
8070,Guildford,Cath Ch of Holy Spirit,Surrey,14593,SU985500,51.24114,-0.59004,9,,,brick,,,9.A,1,,0
3025,Guildford,Cath Ch of Holy Spirit,Surrey,14593,SU985500,51.24114,-0.59004,1,1965,,iroko,Mears & Stainbank,,6.A,10.X,12.X,1
3026,Guildford,Cath Ch of Holy Spirit,Surrey,14593,SU985500,51.24114,-0.59004,1.1,1976,,timber,Local labour/guild/assn,,6.A,2.X1,,
3027,Guildford,S Mary,Surrey,11502,SU996493,51.23461,-0.57453,1,c1699,Y,timber,,,,,,0
3028,Guildford,S Nicolas,Surrey,12695,SU994493,51.23469,-0.57719,1,,,cast iron,John Taylor & Co,Y,,,,0
3029,Guilsborough,S Etheldreda,Northamptonshire,11910,SP675726,52.34803,-1.00912,1,1971,,cast iron,Whitechapel Bell Foundry,,8.3.A.h,6.1,,0
3030,Guilsfield,S Aelhaiarn,"Powys, Wales",12758,SJ219116,52.69682,-3.15689,1,1966,,cast iron,Mears & Stainbank,,8.3.A.h,,,0
3031,Guisborough,S Nicholas,North Yorkshire,14945,NZ616161,54.53654,-1.04906,1,1824,,timber,James Inman,,6.B,6.1,,0
3032,Guiseley,S Oswald K&M,West Yorkshire,13608,SE193421,53.87507,-1.70650,1,1946,,cast iron,Gillett & Johnston,,8.3.C.e,8.3,,0
3034,Guiting Power,S Michael,Gloucestershire,11421,SP095245,51.91923,-1.86256,1,1981,,iroko,Whites of Appleton,,6.A,6.1,,0
3035,Gunby,S Nicholas,Lincolnshire,16883,SK912215,52.78390,-0.64827,1,1854,,timber,John Eaton,,6.B;6.D,3.1,,0
3037,Gunby,S Peter,Lincolnshire,16044,TF468668,53.17821,0.19609,6,c1799,,timber,,,,,,0
3036,Gunby,S Peter,Lincolnshire,16044,TF468668,53.17821,0.19609,1,2001,,steel,Eayre & Smith,,,,,0
3038,Gussage All Saints,All Saints,Dorset,12422,ST998108,50.89689,-2.00369,1,1895,,oak,Harry Stokes,,,5,,0
3039,Gussage St Michael,S Michael,Dorset,15843,ST985113,50.90145,-2.02162,1,1896,,cast iron;oak,Mears & Stainbank,,,,,0
3040,Gwenddwr,S Dubricius,"Powys, Wales",13146,SO064432,52.07975,-3.36613,1,c1749,,timber,,,,,,0
3041,Gwennap,S Weneppa,Cornwall,11620,SW738400,50.21738,-5.17084,1,1994,,timber,Arthur Fidler,,,,,0
3042,Hacconby,S Andrew,Lincolnshire,15313,TF106252,52.81353,-0.35949,1,,,timber,,,,4.1D,,0
3044,Hacheston,All Saints,Suffolk,13051,TM311584,52.17627,1.37982,8,,,oak,,,,,,0
3043,Hacheston,All Saints,Suffolk,13051,TM311584,52.17627,1.37982,1,2000,,steel,Hayward Mills Associates,,,,,0
3045,Hackness,S Peter,North Yorkshire,14829,SE969905,54.30144,-0.51239,1,,,timber,,,6.B,3.1,,0
3047,Hackney,S John at Hackney,Greater London,16961,TQ350851,51.54930,-0.05335,2,1957,,cast iron,Mears & Stainbank,,,,,0
3046,Hackney,S John at Hackney,Greater London,16961,TQ350851,51.54930,-0.05335,1,2004,,steel,Whitechapel Bell Foundry,,,,,0
8071,Hackthorn,S Michael & All Angels,Lincolnshire,10108,SK990823,53.32882,-0.51359,4,,,,,,,,,0
3049,Hackthorn,S Michael & All Angels,Lincolnshire,10108,SK990823,53.32882,-0.51359,2,2006,,steel,Local labour/guild/assn,,,,,0
3048,Hackthorn,S Michael & All Angels,Lincolnshire,10108,SK990823,53.32882,-0.51359,1,2006,,steel,Local labour/guild/assn,,,,,0
3050,Haddenham,S Mary V,Buckinghamshire,12026,SP741079,51.76574,-0.92692,1,1902,,wrought iron,Webb and Bennett,,10,8.3,,0
3051,Haddenham,Holy Trinity,Cambridgeshire,15177,TL463756,52.35926,0.14808,1,1877,,oak,George Day & Sons,,6.A,8.3,,0
3052,Haddiscoe,S Mary,Norfolk,11304,TM439968,52.51534,1.59358,1,1966,,cast iron,John Taylor & Co,,8.3.A.h,~5.3,,0
3053,Haddon,S Mary,Cambridgeshire,17044,TL134924,52.51846,-0.32978,1,c1900,,cast iron,John Taylor & Co,,8.3.A.h,3.1,,0
8937,Hadleigh,S James Less,Essex,20531,TQ810870,51.55307,0.60953,1,,,timber,,,1(vi),,,0
8072,Hadleigh,S Mary,Suffolk,12712,TM025424,52.04361,0.95225,8,1801,,timber,,,9,1,,0
3054,Hadleigh,S Mary,Suffolk,12712,TM025424,52.04361,0.95225,1,1977,,cast iron,John Taylor & Co,,8.3.A.h,8.X,,0
3055,Hadlow,S Mary,Kent,10073,TQ634497,51.22326,0.33909,1,1994,,,Whitechapel Bell Foundry,,,,,0
3056,Hadstock,S Botolph,Essex,12790,TL558447,52.07910,0.27309,1,1970,,steel,Whitechapel Bell Foundry,,8.1.A,6.4,,0
3058,Hagley,S John Bapt,Worcestershire,13672,SO920807,52.42475,-2.11813,2,1993,,cast iron,John Taylor & Co,,,,,0
3057,Hagley,S John Bapt,Worcestershire,13672,SO920807,52.42475,-2.11813,1,1993,,cast iron,John Taylor & Co,,,,,0
3059,Hail Weston,S Nicholas,Cambridgeshire,14885,TL165620,52.24458,-0.29497,1,c1589,,timber,,,~ 6.F,3.1,,0
3060,Hailsham,S Mary,East Sussex,15312,TQ591095,50.86312,0.26014,1,,,timber,,,6.A,,,0
3061,Hainton,S Mary,Lincolnshire,13767,TF180844,53.34411,-0.22882,1,,,timber,,,,3.3,,0
3062,Halberton,S Andrew,Devon,12057,ST005129,50.90698,-3.41585,1,,,oak,,,6.A,6.14,,0
3063,Hale,S Mary,Cheshire,15504,SJ471820,53.33250,-2.79547,1,1983,,steel,Merseyside Bell Restoration Group,,8.1.B.a,8.3,,0
3064,Halesowen,S John Bapt,West Midlands,16876,SO966835,52.45028,-2.05102,1,1902,,cast iron,John Taylor & Co,,8.3.C.e,8.3,,0
3065,Halesworth,S Mary,Suffolk,10096,TM385773,52.34233,1.50116,1,1930,,cast iron,Alfred Bowell,,8.3.A.j,8.3,,0
3067,Halewood,S Nicholas,Merseyside,16232,SJ449861,53.36957,-2.82814,8,1882,,timber,John Warner & Sons,,6.A,4.3,,0
3066,Halewood,S Nicholas,Merseyside,16232,SJ449861,53.36957,-2.82814,7,1882,,timber,John Warner & Sons,,6.A,4.3,,0
7885,Halewood,S Nicholas,Merseyside,16232,SJ449861,53.36957,-2.82814,1,2013,,steel,Nicholson Engineering Ltd,,8.1.B.a,6.1,,0
3070,Halford,Our Blessed Lady,Warwickshire,15863,SP258456,52.10822,-1.62358,9,,,stone,,,9.A,,,0
3069,Halford,Our Blessed Lady,Warwickshire,15863,SP258456,52.10822,-1.62358,2,c1799,,oak,(unidentified),,6.A,,,0
3068,Halford,Our Blessed Lady,Warwickshire,15863,SP258456,52.10822,-1.62358,1,1995,,cast iron,John Taylor & Co,,8.3.C.e,4.3,,0
7826,Halifax,"All Souls, Haley Hill",West Yorkshire,10914,SE091260,53.73045,-1.86308,2,1924,,cast iron,Mears & Stainbank,,8.3.A.h,3,,0
7825,Halifax,"All Souls, Haley Hill",West Yorkshire,10914,SE091260,53.73045,-1.86308,1,1924,,cast iron,Mears & Stainbank,,8.3.A.h;8.3.C.e,5.1,,0
3071,Halifax,Minster Ch of S John Bapt,West Yorkshire,11592,SE097252,53.72314,-1.85427,1,1951,,cast iron,Gillett & Johnston,,8.3.A.m,14,,1
3072,Halifax,Minster Ch of S John Bapt,West Yorkshire,11592,SE097252,53.72314,-1.85427,1.1,c2005,,steel,Hayward Mills Associates,,,,,
3074,Halkyn,S Mary V,"Flintshire, Clwyd, Wales",10589,SJ209711,53.23170,-3.18618,1,,,timber,,,,,,0
3075,Halling,S John Bapt,Kent,11362,TQ705638,51.34847,0.44693,1,1919,,steel,Alfred Bowell,,,,,0
855,Halliwell,S Peter,Greater Manchester,10212,SD692106,53.59123,-2.46643,2,1979,,cast iron,Whitechapel Bell Foundry,,8.3.D.a,4.4,,0
854,Halliwell,S Peter,Greater Manchester,10212,SD692106,53.59123,-2.46643,1,1979,,cast iron,Whitechapel Bell Foundry,,8.3.D.a,4.4,,0
3076,Hallow,S Philip & S James,Worcestershire,14709,SO828579,52.21928,-2.25265,1,1900,,cast iron,John Taylor & Co,,8.3.C.e,8.3,,0
3078,Halse,S James Less,Somerset,11862,ST139277,51.04250,-3.22829,2,1900,,oak,Harry Stokes,,,,,0
3077,Halse,S James Less,Somerset,11862,ST139277,51.04250,-3.22829,1,1900,,oak,Harry Stokes,,,5,,0
3079,Halstead,S Andrew,Essex,13172,TL815306,51.94511,0.63943,1,1957,,cast iron;steel,John Taylor & Co,,8.3.A,8.3,,0
3081,Halstock,S Mary,Dorset,15819,ST536083,50.87296,-2.66025,2,1966,,cast iron,John Taylor & Co,,,,,0
3080,Halstock,S Mary,Dorset,15819,ST536083,50.87296,-2.66025,1,1966,,cast iron,John Taylor & Co,,,,,0
3082,Haltham,S Benedict,Lincolnshire,16784,TF246638,53.15714,-0.13798,1,,,timber,,,6.B,3.1,,0
3083,Halton,S Michael & All Angels,Buckinghamshire,10277,SP874101,51.78282,-0.73392,1,c1814,,timber,,,6.A,5.1,,0
3084,Halton Holegate,S Andrew,Lincolnshire,12781,TF417651,53.16419,0.11924,1,1938,,timber,Mears & Stainbank,,,,,0
8444,Halvergate,S Peter & S Paul,Norfolk,14587,TG417066,52.60414,1.56866,1,,,oak,,,6.A,,,0
3085,Halwell,S Leonard,Devon,11101,SX777532,50.36597,-3.72068,1,,,oak,Harry Stokes,,6.A,6.5,,0
3087,Halwill,S Peter & S James,Devon,15050,SX427994,50.77306,-4.23208,2,,,cast iron;oak,Thomas Doble,,,,,0
3086,Halwill,S Peter & S James,Devon,15050,SX427994,50.77306,-4.23208,1,,,composite,Thomas Doble,,7.A.a,,,0
8535,Ham,All Saints,Wiltshire,17229,SU329629,51.36476,-1.52823,1,1633,,timber,,,6.A,4.1,,0
3088,Hambleden,S Mary V,Buckinghamshire,12602,SU783865,51.57282,-0.87049,1,c1721,,timber,,,~ 6.B,~6.16,,0
3089,Hambleton,S Andrew,Rutland,13199,SK899075,52.65850,-0.67142,1,1982,,metal,Local labour/guild/assn,,,5.12,,0
8387,Hambridge,S James Less,Somerset,20571,ST392209,50.98486,-2.86669,1,,,timber,,,1,,,0
3090,Hamerton,All Saints,Cambridgeshire,10697,TL137796,52.40306,-0.33012,1,1933,,oak,John Taylor & Co,,6.A,6.1,,0
3091,Hamilton,Cath Ch of S Peter,"North Island, New Zealand",13098,,-37.79240,175.28635,1,1950,,steel,Local labour/guild/assn,,8.1.B.a,8.3,,0
9018,Hammersmith,S Paul,Greater London,15618,TQ233784,51.49150,-0.22520,1,1889,,oak,Gillett & Johnston,,6.A,8.3,,0
3093,Hammerwood,S Stephen,East Sussex,14180,TQ439395,51.13676,0.05598,2,1956,,cast iron,,,,,,0
3092,Hammerwood,S Stephen,East Sussex,14180,TQ439395,51.13676,0.05598,1,1956,,cast iron,,,,,,0
3094,Hampreston,All Saints,Dorset,16241,SZ055988,50.78874,-1.92326,1,1896,,timber,Thomas Blackbourn,,6.A,~6.12,,0
3095,Hampstead,Christ Church,Greater London,13829,TQ264860,51.55954,-0.17679,1,2005,,cast iron;steel,Matthew Higby & Co,,8.3.A,8.3,,0
3096,Hampstead Norreys,S Mary,Berkshire,12363,SU529762,51.48278,-1.23932,1,1680,,oak,James Smith,,,6D,,0
3097,Hampsthwaite,S Thomas a Becket,North Yorkshire,10177,SE259590,54.02674,-1.60558,1,1934,,cast iron,John Taylor & Co,,8.3.A.h,6.1,,0
3098,Hampton,S Mary V,Greater London,10110,TQ140695,51.41307,-0.36154,1,1831,,oak,Charles Oliver(s),,,,,0
3099,Hampton Bishop,S Andrew,Herefordshire,11481,SO558380,52.03876,-2.64462,1,c1699,,oak,,,,,,1
3100,Hampton Bishop,S Andrew,Herefordshire,11481,SO558380,52.03876,-2.64462,1.1,1904,,oak,,,,,,
3101,Hampton in Arden,S Mary & S Bartholomew,West Midlands,14156,SP202807,52.42453,-1.70344,1,1912,,cast iron,John Taylor & Co,,,,,0
3102,Hampton Lovett,S Mary & All Saints,Worcestershire,16774,SO888655,52.28831,-2.16417,1,1868,,oak,Mr Kendrick,,6.A,3.3,,0
8440,Hamsey,S Peter,East Sussex,20591,TQ414121,50.89122,0.00953,1,,,timber,William Hull,,5.D;5.G,3.1,,0
3103,Hanbury,S Mary V,Worcestershire,15060,SO954643,52.27763,-2.06872,1,2000,,cast iron,John Taylor & Co,,,,,0
3104,Handsworth,S Mary,South Yorkshire,10845,SK410862,53.37112,-1.38459,1,1920,,cast iron,John Taylor & Co,,8.3.C.e,8.3,,0
719,Handsworth,S Mary,West Midlands,13749,SP055903,52.51060,-1.91925,1,1955,,cast iron,John Taylor & Co,,,8,,0
8489,Hanham,Christ Church,Gloucestershire,20609,ST637723,51.44853,-2.52235,1,,,stone,,,9.A,2.X1,,0
3105,Hankerton,Holy Cross,Wiltshire,15607,ST972907,51.61570,-2.04128,1,1600,Y,,,,,,,0
8073,Hanley Castle,S Mary,Worcestershire,12873,SO838419,52.07562,-2.23648,2,,,,,,,,,0
3106,Hanley Castle,S Mary,Worcestershire,12873,SO838419,52.07562,-2.23648,1,1925,,cast iron;steel,John Taylor & Co,,8.3.A.h,8.3,,0
3107,Hanley Swan,S Gabriel,Worcestershire,14286,SO810427,52.08300,-2.27829,1,1872,,timber,,,,,,0
3108,Hanmer,S Chad,"Wrexham, Clwyd, Wales",11151,SJ454397,52.95222,-2.81346,1,1890,,cast iron;oak,John Taylor & Co,,8.3.C.b,6.1,,0
3110,Hannington,All Saints,Hampshire,16832,SU538554,51.29549,-1.22905,2,2010,,steel,Matthew Higby & Co,,8.1.B.a,6.1,,0
3109,Hannington,All Saints,Hampshire,16832,SU538554,51.29549,-1.22905,1,c1699,,timber,,,5.L,3.1,,0
3111,Hannington,S John Bapt,Wiltshire,11536,SU181928,51.63374,-1.73913,1,1958,,cast iron,John Taylor & Co,,8.3.A.h,6.1,,0
3113,Hanslope,S James Gt,Buckinghamshire,11622,SP803467,52.11295,-0.82765,2,1891,,composite,John Taylor & Co,,7.A.a,6.1,8.3,1
3114,Hanslope,S James Gt,Buckinghamshire,11622,SP803467,52.11295,-0.82765,2.1,1947,,timber,Whites of Appleton,,6.A,2.X2,,
3112,Hanslope,S James Gt,Buckinghamshire,11622,SP803467,52.11295,-0.82765,1,2020,,cast iron,Whites of Appleton,,,,,0
3115,Hanwell,S Mary,Greater London,10279,TQ147807,51.51375,-0.34762,1,1974,,steel,Whitechapel Bell Foundry,,,,,0
8848,Hanwell,S Mellitus,Greater London,20618,TQ156802,51.50935,-0.33497,2,,,stone,,,9.A,1,,0
8791,Hanwell,S Mellitus,Greater London,20618,TQ156802,51.50935,-0.33497,1,,,stone,,,9.A,2.X1,,0
3117,Hanwell,S Peter,Oxfordshire,14038,SP435435,52.08881,-1.36567,2,2008,,steel,Whites of Appleton,,,,,0
3116,Hanwell,S Peter,Oxfordshire,14038,SP435435,52.08881,-1.36567,1,2008,,cast iron,Whites of Appleton,,8.3.A.h,5.1,,0
3119,Hanworth,S Bartholomew,Norfolk,12036,TG203349,52.86649,1.27157,2,1635,,timber,,,,,,0
3118,Hanworth,S Bartholomew,Norfolk,12036,TG203349,52.86649,1.27157,1,c1490,,timber,,,,,,0
3120,Happisburgh,S Mary V,Norfolk,15932,TG379311,52.82525,1.53067,1,1924,,oak,George Day & Sons,,,8.3,,0
3121,Harare,Cath Ch of S Mary & All Saints,Zimbabwe,15636,,-17.82842,31.05116,1,1958,,cast iron,Mears & Stainbank,,8.3.A.h,10.X,,0
3122,Harberton,S Andrew,Devon,10538,SX778586,50.41491,-3.72113,1,1896,,oak,Harry Stokes,,6.A,6.1,,0
